기관명,사회서비스분야,주된목적,사업내용,인증여부,인증일자,인증번호,대표자명,전화번호,소재지도로명주소,소재지지번주소,홈페이지주소,데이터기준일자,제공기관코드,제공기관명
주식회사 시큐리티존,기타,일자리제공형,"문서보안,기록물파쇄업, 재생용 재료 수집 및 판매업",,,,이주영,031-976-3322,"경기도 고양시 일산동구 장항로 203-22, 가동 2층(장항동)",,www.1577-3936.com,2019-12-03,3940000,경기도 고양시
더반협동조합,기타,일자리제공형,실버카 등 제작 및 납품,,,,윤명신,02-2602-3975,"서울특별시 양천구 신정로267, 양천벤처타운 301호",,,2019-11-21,3140000,서울특별시 양천구
㈜행복한집,기타,혼합형,"도배, 장판 및 집수리 사업",,,,염창덕,02-2601-0366,"서울특별시 양천구 남부순환로40길 53, 1층 우측(신월동)",,,2019-11-21,3140000,서울특별시 양천구
양천가방협동조합,기타,일자리제공형,"가방제조판매, OEM제품 생산",,,,조규남,02-2690-6009,"서울특별시 양천구 화곡로4길 32, 305호 양천가방협동조합",,,2019-11-21,3140000,서울특별시 양천구
주식회사플레이위드교육컨설팅,기타,기타형,게이미피케이션을 통한 교육 및 컨설팅,,,,허은혜,,"서울특별시 양천구 신정로7길 75, 지하2층 양천청년창업허브",,,2019-11-21,3140000,서울특별시 양천구
마을카페그물코협동조합,환경,지역사회공헌형,"카페운영, 공간 쉐어링",,,,변혜준,,"서울특별시 양천구 목동동로10길 16-23, 1층",,,2019-11-21,3140000,서울특별시 양천구
(주)한바다식품,기타,일자리제공형,김치 및 반찬 제조 판매,,,,임수언,02-2603-8877,"서울특별시 양천구 곰달래로13길 45, 2층",,,2019-11-21,3140000,서울특별시 양천구
(사)아리수,예술·관광,기타형,"전통민요 발굴 및 현대화,대중화. 취약계층에 사회서비스 제공",,,,박태승,02-507-3120,경기도 과천시 관문로 130(중앙동) 220호,경기도 과천시 중앙동 36 주공1단지상가 2층 220호,,2019-11-20,3970000,경기도 과천시
㈜포스코휴먼스,기타,일자리제공형,"스틸하우스 시공, 세탁업",,,,박영관,054-220-0535,경상북도 포항시 남구 동해안로 6213번길 15-1,,,2019-08-20,5020000,경상북도 포항시
하늘내린로컬푸드협동조합,기타,지역사회공헌형,사회적경제제품 유통,Y,2018-11-06,,김근수,033-463-4571,강원도 인제군 인제읍 비봉로 48,강원도 인제군 인제읍 상동리 430,,2019-08-21,4330000,강원도 인제군
가정관리사사회적협동조합,간병및가사지원,일자리제공형,"보건업 및 사회복지 서비스업(간병, 가사지원)",,,,김재순,031-495-6840,"경기도 안산시 단원구 와동로 1길 21, 4동 104호(와동)",경기도 안산시 단원구 와동 723-2,http://www.ashomecare.or.kr/,2019-11-01,3930000,경기도 안산시
풍물마당터주,예술·관광,기타형,국악공연,,,,차도열,031-494-7974,"경기도 안산시 상록구 항가울로 288, 4층",경기도 안산시 상록구 사동 1515-5,http://www.teoju.com/,2019-11-01,3930000,경기도 안산시
(사) 시민참여복지회,기타,일자리제공형,"분전반, 배전반, 자동제어기, 자동제어반, 조명기기",,,,신강훈,031-415-2511,"경기도 안산시 상록구 용신로 164, 3층(사동)",경기도 안산시 상록구 사동 1577-3,www.cpwa.or.kr,2019-11-01,3930000,경기도 안산시
안산시민햇빛발전협동조합,기타,지역사회공헌형,"태양광에너지 발전사업, 햇빛발전소 설치",,,,이창수,031-483-3428,"경기도 안산시 상록구 광덕산안길 20, 3층 5호 안산사회경제지원센타(월피동, 광덕종합시장)",경기도 안산시 상록구 월피동 508-2,www.ansansolar.kr,2019-11-01,3930000,경기도 안산시
(주) 안산해피홀스클럽,예술·관광,혼합형,"레저스포츠, 말사육",,,,최영길,031-418-5400,"경기도 안산시 상록구 목장길 36-21(팔곡일동, 산8-3)",경기도 안산시 상록구 팔곡일동 19-5,www.ahhc.co.kr,2019-11-01,3930000,경기도 안산시
한국타악퍼포먼스협회 NANTA in ANSAN,예술·관광,기타형,"공연, 난타교육",,,,김대권,031-408-8305,경기도 안산시 단원구 이삭로 6 (고잔동),경기도 안산시 단원구 고잔동 731-1,www.nantakorea.com,2019-11-01,3930000,경기도 안산시
(주)일지,기타,지역사회공헌형,"청자, 옹기 제작유통",,,,신세용,061-432-0107,전라남도 강진군 칠량면 칠량옹기로 107,전라남도 강진군 칠량면 봉황리 220,http://yilji.com,2019-10-16,4920000,전라남도 강진군
달마지마을영농조합법인,기타,일자리제공형,농산물 직거래,,,,이윤배,061-432-2475,전라남도 강진군 성전면 달마지길1,전라남도 강진군 성전면 송월리 1031,,2019-10-16,4920000,전라남도 강진군
산다움농업회사법인㈜,기타,일자리제공형,"한과, 쑥, 모싯잎 가공 판매",,,,최기호,061-430-3354,전라남도 강진군 강진읍 옥치길 6-2,전라남도 강진군 강진읍 서산리 491-1,,2019-10-16,4920000,전라남도 강진군
㈜열린,기타,일자리제공형,"국내여행, 체험학습, 지역 청소년 직업 및 교육",,,,이현석,061-430-5000,전라남도 강진군 성전면 송계로 897-10,전라남도 강진군 성전면 월평리 산224,,2019-10-16,4920000,전라남도 강진군
농업회사법인㈜해들녘애,기타,일자리제공형,"고구마 말랭이, 여주 가공식품 생산 판매",,,,박상선,061-433-6770,전라남도 강진군 신전면 신흥길 54,전라남도 강진군 신전면 용화리 417-10,http://hdemarket.co.kr,2019-10-16,4920000,전라남도 강진군
농업회사법인(주)콩새미,기타,일자리제공형,"쿠키, 장류 생산 판매",,,,국령애,061-433-9292,전라남도 강진군 성전면 도림로 363-9,전라남도 강진군 성전면 성전리 430,http://kongsaemi.com/,2019-10-16,4920000,전라남도 강진군
(사)인코리안심포니오케스트라,예술·관광,혼합형,음악 문화 사업단 및 음악 교육사업,,,,정성철,051-626-8081,"부산광역시 남구 용소로40번길 14, 4~5층 (대연동)",부산광역시 남구 대연동 511-2,http://www.incorean.com,2019-08-21,3310000,부산광역시 남구
㈜안심씨앤에스,사업시설관리,일자리제공형,"청소,경비 등 건물종합관리용역",,,,임상범,051-521-6506,"부산광역시 남구 수영로 260, 303호 (대연동, 제일은행)","부산광역시 남구 대연동 327-5, 제일은행",,2019-08-21,3310000,부산광역시 남구
농업회사법인 흙살림푸드㈜,산림보전및관리,일자리제공형,친환경 로컬 푸드 직거래 유통망 구축,Y,2012-11-01,,윤성희,043-830-3322,충청북도 괴산군 불정면 한불로 1136,,,2019-04-24,6430000,충청북도
하나환경㈜,청소,일자리제공형,"청소, 방역 서비스업",Y,2012-09-07,,한용희,043-201-1383,"충청북도 청주시 상당구 중흥로31번길 12, 1층",,,2019-04-24,6430000,충청북도
㈜싸리비,청소,일자리제공형,"청소, 방역 서비스업",Y,2012-09-07,,마경식,043-539-3483,충청북도 진천군 진천읍 문진로 1451,,,2019-04-24,6430000,충청북도
(사)예술나눔,예술·관광,혼합형,공연 기획 및 제작,Y,2012-04-30,,안진상,043-201-1383,"충청북도 청주시 상당구 중앙로 30, 4층 호",,,2019-04-24,6430000,충청북도
㈜사람인충주돌봄,간병및가사지원,일자리제공형,"노인재가요양, 간병, 가사관리사, 장애인활동보조",Y,2010-12-22,,백수진,043-850-6061,"충청북도 충주시 번영대로 111, 4층",,,2019-04-24,6430000,충청북도
사회복지법인 다하 세하앤 사업단,고용서비스,일자리제공형,우리쌀로 만든 쿠키 등,Y,2010-12-22,,강영자,043-641-6613,충청북도 제천시 의병대로45길 60(흑석동),,,2019-04-24,6430000,충청북도
㈜행복담은네모,고용서비스,일자리제공형,로컬푸드를 통한 도시락 제조·판매,Y,2010-10-20,,곽호근,043-201-1383,충청북도 청주시 흥덕구 봉명로150번길 21,,,2019-04-24,6430000,충청북도
㈜희망그린마을,고용서비스,혼합형,"복지, 교육, 노동이 공존하는 마을조성 및 도농연계 프로그램 등",Y,2010-07-30,,방대진,043-641-6613,충청북도 제천시 봉양읍 원박리 929-1,,,2019-04-24,6430000,충청북도
청주지역공동체시민센터,간병및가사지원,혼합형,가정방문보육서비스,Y,2010-07-30,,김태윤,043-201-1383,"충청북도 청주시 흥덕구 사직대로 42-1, 405호",,,2019-04-24,6430000,충청북도
씨투넷㈜,환경,기타형,폐컴퓨터 재활용,Y,2010-05-26,,오종석,043-201-1383,충청북도 청주시 서원구 남이면 대림로 49,,,2019-04-24,6430000,충청북도
㈜두꺼비하우징,사업시설관리,혼합형,주거복지 및 집수리사업,Y,2009-05-28,,김덕수,043-539-3483,충청북도 진천군 덕산면 이덕로 788,,,2019-04-24,6430000,충청북도
㈜월화수크린,청소,일자리제공형,학교청소사업,Y,2008-12-30,,박형순,043-201-1383,충청북도 청주시 흥덕구 봉명로241번길 4,,,2019-04-24,6430000,충청북도
영동군사회서비스센터(희망새싹),간병및가사지원,혼합형,"산모베이비시터파견, 가사지원사업",Y,2008-12-30,,김순남,043-740-3732,"충청북도 영동군 영동읍 눈어치1로 71, 상가 1층",,,2019-04-24,6430000,충청북도
㈜삶과환경,환경,기타형,음식물류 폐기물 수집운반,Y,2008-12-30,,김경락,043-201-1383,충청북도 청주시 서원구 성화로 21,,,2019-04-24,6430000,충청북도
㈜휴먼디앤씨,청소,일자리제공형,"청소용역, 소독",Y,2008-10-23,,권혜란,043-641-6613,충청북도 제천시 고암로1길 15,,,2019-04-24,6430000,충청북도
사회복지법인천주교 청주교구사회복지회 프란치스코의 집,고용서비스,일자리제공형,장애인을 고용하여 면장갑 및 화장지 생산 판매,Y,2008-10-23,,정일영,043-201-1383,충청북도 청주시 서원구 남지로21번길 66,,,2019-04-24,6430000,충청북도
사단법인 흙살림연구소,산림보전및관리,기타형,"농산물인증, 친환경농업교육, 컨설팅, 유통, 출판",Y,2008-07-11,,이태근,043-830-3322,충청북도 괴산군 불정면 한불로 1136,,,2019-04-24,6430000,충청북도
㈜휴먼케어,간병및가사지원,사회서비스제공형,"중증장애인도우미, 노인동보미서비스",Y,2008-07-11,,송유정,043-201-1383,"충청북도 청주시 청원구 오창읍 공항로 996, 2층",,,2019-04-24,6430000,충청북도
(주)새날,고용서비스,일자리제공형,"위생관리, 청소용역",,,,강성구,041-956-5537,충청남도 서천군 장항읍 장서로 30번길 11,충청남도 서천군 장항읍 창선1리 160-4,,2019-11-21,4580000,충청남도 서천군
바른먹거리영농조합법인,고용서비스,일자리제공형,농산물 재배.가공.판매,,,,박종우,041-951-8452,충청남도 서천군 마서면 옥도로 380-2,충청남도 서천군 마서면 덕암리 572-1,,2019-11-21,4580000,충청남도 서천군
(사)한산모시조합,고용서비스,일자리제공형,한산모시제조판매,,,,임은순,041-951-9480,충청남도 서천군 한산면 충절로 1089,충청남도 서천군 한산면 지현리 75-11,www-hansanmosi-or-kr,2019-11-21,4580000,충청남도 서천군
전통예술단''''혼'''',예술·관광,기타형,문화예술공연,,,,김대기,041-952-1437,충청남도 서천군 마산면 군간길 82,충청남도 서천군 마산면 군간리 126-4,www-arthon-kr,2019-11-21,4580000,충청남도 서천군
지성영농조합법인,고용서비스,일자리제공형,종묘 생산 판매,,,,김희숙,041-953-2455,충청남도 서천군 마산면 삼일로 360-25,충청남도 서천군 마산면 삼일로 360-25,,2019-11-21,4580000,충청남도 서천군
㈜천군만마,고용서비스,일자리제공형,"청소, 세차",,,,임동환,041-952-2656,충청남도 서천군 서천읍 충절로41번길 24-20,충청남도 서천군 서천읍 군사리 860-6 과학나라,,2019-11-21,4580000,충청남도 서천군
주식회사푸른소금,기타,기타형,건설업,,,,강창명,031-408-9509,"경기도 안산시 상록구 광덕1로 385, 307호(이동)",경기도 안산시 상록구 이동 715,,2019-11-01,3930000,경기도 안산시
㈜안산돌봄센터,간병및가사지원,일자리제공형,보건업 및 사회복지 서비스업,,,,고도자,031-475-4833,"경기도 안산시 상록구 광덕1로 369, 308호(이동)",경기도 안산시 상록구 이동 715-4,,2019-11-01,3930000,경기도 안산시
주식회사한복문화연구소한땀,기타,기타형,한복제작,,,,김경미,031-402-7965,"경기도 안산시 단원구 광덕대로 193, 123호",경기도 안산시 단원구 고잔동 706-1,,2019-11-01,3930000,경기도 안산시
크래프트스토리주식회사,기타,지역사회공헌형,블럭스티커제조,,,,박혜정,031-418-5962,"경기도 안산시 상록구 항가울로 5, 301호",경기도 안산시 상록구 사동 1431-10,craftstoryus.blog.me/,2019-11-01,3930000,경기도 안산시
㈜아트벨라르떼,예술·관광,기타형,"클래식공연, 음악 실기지도",,,,김혜영,031-402-9471,"경기도 안산시 단원구 화정천동로 224,303호(고잔동, 창동상가)",경기도 안산시 단원구 고잔동 663-1,,2019-11-01,3930000,경기도 안산시
들꽃피네카페 사회적협동조합,고용서비스,일자리제공형,카페,,,,이재호,070-4154-2836,"경기도 안산시 단원구 와동공원로 66, 1층(와동)",경기도 안산시 단원구 와동 751-6,,2019-11-01,3930000,경기도 안산시
유한회사세모,고용서비스,일자리제공형,"콘트롤샵(IOT솔루션), 터치페이(PC방 등 상품권발매 키오스크 외)",,,,신유철,070-6725-4672,"경기도 안산시 상록구 광덕산안길 20, 3층 안산시사회적경제지원센터 입주기업12호(월피동, 광덕종합시장)",경기도 안산시 상록구 월피동 508-2,https://www.theteams.kr/teams/2461,2019-11-01,3930000,경기도 안산시
㈜디스프로,고용서비스,일자리제공형,"식품, 공산품, 잡화 온라인판매, 3D프린팅 관련제품 제조",,,,최선민,070-4107-0232,"경기도 안산시 상록구 성호로6길 11, 1층(일동)",경기도 안산시 상록구 일동 571-16,https://thispro.modoo.at/,2019-11-01,3930000,경기도 안산시
주식회사티알멀티스포츠센터,운동,기타형,"생활체육, 방과후 교실",,,,유철호,031-418-2501,"경기도 안산시 상록구 항가울로 42, 2층 (사동)",경기도 안산시 상록구 사동 1386-6,,2019-11-01,3930000,경기도 안산시
주식회사자연미감,기타,사회서비스제공형,친환경상품 판매 및 관련 교육,,,,한봉숙,031-484-4684,"경기도 안산시 단원구 당곡로 33, 101동 1003호(고잔동, 프라움시티 오피스텔)",경기도 안산시 단원구 고잔동 528-1,www.jayeona.com,2019-11-01,3930000,경기도 안산시
사회적협동조합경기안산지역자활센터,간병및가사지원,기타형,보건업 및 사회복지서비스업,,,,김춘아,031-438-9506,"경기도 안산시 상록구 양지편로 32, 505호(고잔동, 사회적협동조합 경기안산지역자활센터)",경기도 안산시 상록구 이동 715-8,http://www.aspf.or.kr/,2019-11-01,3930000,경기도 안산시
