낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,위도,경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
스타좌대 바다낚시터,기타,경기도 화성시 서신면 송교리 405-1,경기도 화성시 서신면 송교리 405-1,37.1705191,126.6577333,031-357-5538,3360,돔류,150,고정형,60000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
서신바다낚시터,기타,경기도 화성시 서신면 화남공단로 79,경기도 화성시 서신면 송교리 42-21번지,37.1579021181,126.6731954423,031-357-9366,30547,돔류,300,고정형,70000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
국화도 좌대낚시터,바다,경기도 화성시 우정읍 국화길 2,경기도 화성시 우정읍 국화리 137번지,37.0610098818,126.5597158562,031-356-9975,557,우럭,16,부유형,20000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
입파도 청춘바다낚시터,바다,경기도 화성시 우정읍 국화리 산4번지,경기도 화성시 우정읍 국화리 산4번지,37.10525104,126.5398058,031-357-4422,239,우럭,100,부유형,70000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
대박실내낚시터,기타,인천광역시 서구 원적로100번길 16,인천광역시 서구 가좌동 30-30,37.4942424571,126.6840567974,070-8638-4843,50,금붕어+잉어+향어+메기,26,고정형,20000,,구명부환+소화기+구급약품+전기설비,매점+자판기+화장실,,032-560-4110,인천광역시 서구청,2020-07-01,3560000,인천광역시 서구
두밀촌(하우스) 낚시터,기타,인천광역시 서구 두밀로 91,인천광역시 서구 대곡동 260,37.62934205,126.6692753,032-565-2300,3306,붕어+잉어+향어,140,고정형,20000,,구명부환+소화기+구급약품+전기설비,매점+간이화장실,,032-560-4110,인천광역시 서구청,2020-07-01,3560000,인천광역시 서구
㈜정성레저,바다,인천광역시 중구 백운로 186번길 140-1,인천광역시 중구 중산동 1852,37.51420751,126.5436932,032-751-1515,28540,"돔, 점성어 등",250,없음,"70,000원(성인남성기준)",,"구명부환, 구명조끼, 소화기, 구급약품 등","화장실, 매점 등",,032-760-7357,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
㈜영종레저,바다,인천광역시 중구 영종순환로 279-20,인천광역시 중구 중산동 1853,37.5154665,126.5496397,032-747-1133,53945,"돔, 점성어, 붕어 등",340,좌대,"60,000원(성인남성기준)",,"구명부환, 구명조끼, 소화기, 구급약품 등","화장실, 매점 등",,032-760-7357,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
짱실내바다낚시터,기타,"인천광역시 중구 서해대로417번길2, 지하1층",인천광역시 중구 신흥동2가 54-7,37.46419602,126.6330236,070-7543-3213,89.9,"돔, 조피볼락, 농어 등",30,없음,"60,000원(성인남성기준)",,"구명부환, 구명조끼, 소화기, 구급약품 등",화장실 등,,032-760-7357,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
포인트실내낚시카페낚시터,기타,"인천광역시 중구 우현로63, 지하1층","인천광역시 중구 내동203-6, 지하1층",37.4728317,126.6289879,032-762-3494,36.21,"잉어, 붕어 등",18,없음,"10,000(시간당/성인남성기준)",,"구명부환, 구명조끼, 소화기, 구급약품 등",화장실 등,,032-760-7357,인천광역시 중구청,2020-07-08,3490000,인천광역시 중구
평창낚시,저수지,강원도 평창군 평창읍 등강길 44-1,강원도 평창군 평창읍 유동리 15,37.3489815355,128.3797788579,033-332-7850,2700,붕어+향어+잉어,30,고정형,"30,000",,구명조끼+튜브,화장실,,033-330-1315,강원도 평창군,2020-07-01,4280000,강원도 평창군
천동낚시,저수지,강원도 평창군 평창읍 천동길 160,강원도 평창군 평창읍 천동리 93,37.3333795686,128.3792406569,033-334-3661,2500,붕어+향어+잉어,20,고정형,"30,000",,구명조끼+튜브,화장실,,033-330-1315,강원도 평창군,2020-07-01,4280000,강원도 평창군
대요낚시터,저수지,,충청남도 서산시 지곡면 대요리 713,36.886992,126.428141,041-662-9220,250000,붕어+잉어,92,고정형,60000,수상좌대 10동,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,삼길포항,041-660-2413,서산시 해양수산과,2020-06-26,4530000,충청남도 서산시
덕송지낚시터,저수지,,충청남도 서산시 팔봉면 덕송리 842-5,36.835062,126.339584,041-000-0000,12004,붕어+잉어,72,고정형,80000,수상좌대 8동,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,팔봉산,041-660-2413,서산시 해양수산과,2020-06-26,4530000,충청남도 서산시
창리해상낚시터,바다,,충청남도 서산시 부석면 창리 지선,36.369181,126.224581,041-000-0000,1278,우럭+숭어,110,고정형,50000,낚시터 좌대 6동,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,간월암,041-660-2413,서산시 해양수산과,2020-06-26,4530000,충청남도 서산시
죽전낚시터,기타,,양산시 용당동 1094-1,35.430974,129.172673,055-386-3813,0,"붕어, 잉어",0,수상좌대,30000원/1일,,"소화기, 구명환, 방송시설 등",0,,055-392-5373,양산시농업기술센터,2020-06-05,5380000,경상남도 양산시
산천낚시터,기타,양산시 하북면 백록로 123,양산시 하북면 백록리 272-1,35.459104,129.085365,,0,"붕어, 잉어",0,수상좌대,10000원/1일,,"소화기, 구명환, 방송시설 등",0,,055-392-5373,양산시농업기술센터,2020-06-05,5380000,경상남도 양산시
용연낚시터,기타,,양산시 하북면 용연리 612-1,35.444533,129.079991,,0,"붕어, 잉어",0,수상좌대,10000원/1일,,"소화기, 구명환, 방송시설 등",0,,055-392-5373,양산시농업기술센터,2020-06-05,5380000,경상남도 양산시
화제낚시터,기타,양산시 원동로 715-33,양산시 원동면 화제리 3094-3,35.341618,128.969791,,0,"붕어, 잉어",0,수상좌대,10000원/1일,,"소화기, 구명환, 방송시설 등",0,,055-392-5373,양산시농업기술센터,2020-06-05,5380000,경상남도 양산시
힐링낚시까페,기타,양산시 북정서길 16 세롬성원네오파트 상가동 B101호,양산시 북정동 884-2 세롬성원네오파트 상가동 B101호,35.35965485,129.042319,055-388-7839,0,"붕어, 잉어",0,실내낚시터,10000원/1시간,,"소화기, 구명환, 방송시설 등",0,,055-392-5373,양산시농업기술센터,2020-06-05,5380000,경상남도 양산시
해적낚시까페,기타,"양산시 물금읍 야리로 129, 402호",양산시 물금읍 가촌리 1291-2,35.312878,129.009007,055-366-8889,0,"붕어, 잉어",0,실내낚시터,10000원/1시간,,"소화기, 구명환, 방송시설 등",0,,055-392-5373,양산시농업기술센터,2020-06-05,5380000,경상남도 양산시
고고실내바다낚시,기타,양산시 하북면 용연로 109-1,양산시 하북면 백록리 1251-2,35.44907046,129.0739858,055-375-8850,0,광어,0,실내낚시터,44000원/3시간,,"소화기, 구명환, 방송시설 등",0,,055-392-5373,양산시농업기술센터,2020-06-05,5380000,경상남도 양산시
Love낚시카페,기타,"대전광역시 서구 관저로 160, 지하 1층",,36.29872121,127.3395894,042-544-4222,54,"붕어, 잉어",30,실내낚시터,10000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,042-288-2472,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
우명실내낚시터,기타,대전광역시 서구 우명길 148(우명동),,36.2287571,127.2935111,042-841-9545,1486,"붕어, 잉어",50,실내낚시터,10000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,042-288-2472,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
부림낚시터(부림저수지),저수지,,경기도 양평군 개군면 부리 360,37.43889216,127.5478369,,5805,"잉어, 상어",100,"좌대, 수상좌대 1개",30000,,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통",,031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
수곡낚시터(어은저수지),저수지,경기도 양평군 지평면 어은길 71,경기도 양평군 지평면 수곡리 95-3,37.44059045,127.6000007650,,51143,붕어,100,수상방갈로 15개,30000,,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통",생태숲산책로,031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
월산낚시터(월산저수지),저수지,,경기도 양평군 지평면 월산리 525,37.47269801,127.6511908,,62117,"상어, 잉어, 붕어",250,"잔교형좌대 1개, 수상방갈로 13개",25000,상류쪽,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통",용문산,031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
백동낚시터(백동저수지),저수지,,경기도 양평군 단월면 덕수리 20,37.56063061,127.6867879,,34162,붕어,100,수상방갈로 12동,30000,,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통",용문산,031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
그린낚시터(전수저수지),저수지,,경기도 양평군 강하면 전수리 215,37.48127109,127.4279857,,15528,"붕어, 잉어",60,"좌대 5개, 방갈로 5동",25000,,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통",수변공원,031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
신애낚시터,저수지,경기도 양평군 양평읍 새만이길 86,경기도 양평군 양평읍 신애리 236,37.51020947,127.4959266,,19486,"향어, 잉어",100,수상방갈로 7동,20000,,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통",,031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
오빈낚시터(오빈저수지),저수지,,경기도 양평군 양평읍 덕평리 412-1,37.50649317,127.4900944,,21168,붕어,180,"잔교형좌대 1개, 수상좌대1개, 수상시설물 6",30000,,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통","용문산, 유명산",031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
대석낚시터(대석저수지),저수지,,경기도 양평군 강상면 대석리 114,37.4269477,127.4783147,,7264,붕어,90,"수상방갈로 6동, 수상좌대 8동",30000,,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통",양자산계곡,031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
향리낚시터(향리저수지),저수지,경기도 양평군 개군면 아랫상골길 45,경기도 양평군 개군면 향리 131-2,37.43479102,127.5667369,,120106,"붕어, 잉어",120,"수상좌대 9개, 연안좌대 100석",30000,,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통",칠흙산,031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
세월낚시터,저수지,,경기도 양평군 강상면 세월리 586-2,37.44519278,127.4805659,,2600,붕어,30,좌대 30개,30000,,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통",,031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
대명낚시터,저수지,,경기도 양평군 단월면 부안리 379-2,37.56851749,127.6736282,,3013,"상어, 메기",60,"좌대, 접지연안좌대(방가로) 5동",30000,,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통",,031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
피쉬랜드낚시터,저수지,경기도 양평군 강하면 강하2로 367,경기도 양평군 강하면 성덕리 262-4,37.46486201,127.4205487,,2089,"메기, 철갑상어",50,"좌대, 방갈로 5동",30000,,"구명부환, 구명조끼, 소화기, 구급약품","화장실, 쓰레기통",,031-770-3639,양평군 축산과,2020-06-10,4170000,경기도 양평군
낚시회관낚시터,저수지,충청남도 예산군 대흥면 동서리 245,충청남도 예산군 대흥면 동서리 245,36.612138,126.792641,041-332-0020,30000,붕어류,50,고정형,7~15만원,수초지대,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,덕산온천예당호,041-339-7638,충청남도예산군청,2020-06-29,4610000,충청남도 예산군
한믈낚시터,저수지,충청남도 예산군 응봉면 후사리 33,충청남도 예산군 응봉면 후사리 33,36.639742,126.801531,041-331-5117,20000,붕어류,50,고정형,7~15만원,수초지대,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,덕산온천예당호,041-339-7638,충청남도예산군청,2020-06-29,4610000,충청남도 예산군
장전낚시터,저수지,충청남도 예산군 광시면 장전리 30-1,충청남도 예산군 광시면 장전리 30-1,36.597408,126.808827,041-332-0334,30000,붕어류,50,고정형,7~15만원,수초지대,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,덕산온천예당호,041-339-7638,충청남도예산군청,2020-06-29,4610000,충청남도 예산군
인천낚시터,저수지,충청남도 예산군 대흥면 대야리 86,충청남도 예산군 대흥면 대야리 86,36.615188,126.808158,041-334-4779,30000,붕어류,50,고정형,7~15만원,수초지대,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,덕산온천예당호,041-339-7638,충청남도예산군청,2020-06-29,4610000,충청남도 예산군
애플낚시터,저수지,충청남도 예산군 광시면 동산리 91-2,충청남도 예산군 광시면 동산리 91-2,36.584366,126.796354,041-332-0440,30000,붕어류,50,고정형,7~15만원,수초지대,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,덕산온천예당호,041-339-7638,충청남도예산군청,2020-06-29,4610000,충청남도 예산군
2박3일낚시터,저수지,충청남도 예산군 대흥면 하탄방리 154-1,충청남도 예산군 대흥면 하탄방리 154-1,36.611772,126.820533,,30000,붕어류,50,고정형,7~15만원,수초지대,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,덕산온천예당호,041-339-7638,충청남도예산군청,2020-06-29,4610000,충청남도 예산군
장전정자나무낚시터,저수지,충청남도 예산군 광시면 장전리 73,충청남도 예산군 광시면 장전리 73,36.596807,126.806318,041-332-0356,30000,붕어류,50,고정형,7~15만원,수초지대,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,덕산온천예당호,041-339-7638,충청남도예산군청,2020-06-29,4610000,충청남도 예산군
예당낚시터,저수지,충청남도 예산군 대흥면 상중리 8,충청남도 예산군 대흥면 상중리 8,36.605695,126.795347,041-332-0176,30000,붕어류,50,고정형,7~15만원,수초지대,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,덕산온천예당호,041-339-7638,충청남도예산군청,2020-06-29,4610000,충청남도 예산군
예당슈퍼낚시터,저수지,충청남도 예산군 대흥면 노동리 440-1,충청남도 예산군 대흥면 노동리 440-1,36.628993,126.812611,041-335-5772,30000,붕어류,50,고정형,7~15만원,수초지대,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,덕산온천예당호,041-339-7638,충청남도예산군청,2020-06-29,4610000,충청남도 예산군
