체험마을명,시도명,시군구명,체험프로그램구분,체험프로그램명,보유시설정보,체험휴양마을면적,체험휴양마을사진,소재지도로명주소,대표자성명,대표전화번호,지정일자,홈페이지주소,관리기관명,위도,경도,데이터기준일자,제공기관코드,제공기관명
직전농촌체험휴양마을,경상남도,하동군,만들기체험,"컵만들기, 옛농기구체험",,,,경상남도 하동군 북천면 경서대로 2253-21,문병현,055-882-9653,2011-06-20,http://www.bukcheon.or.kr,경상남도 하동군청,35.112516,127.874346,2019-06-17,5440000,경상남도 하동군
명사농촌체험휴양마을,경상남도,하동군,자연생태체험,"계곡낚시, 돌배수확,효소만들기",,,,경상남도 하동군 청암면 명사길 382-10,강갑정,055-882-5608,2012-03-12,http://www.msvil.kr,경상남도 하동군청,35.144106,127.776707,2019-06-17,5440000,경상남도 하동군
정티움체험휴양마을,경상남도,하동군,만들기체험,"딸기따기체험, 쨈만들기, 지렁이화분만들기",,,,경상남도 하동군 옥종면 고성산동학로 862,하상권,055-884-5111,2012-04-05,http://www.jeongtium.co.kr,경상남도 하동군청,35.175316,127.918351,2019-06-17,5440000,경상남도 하동군
북방딸기체험휴양마을,경상남도,하동군,자연생태체험,"딸기따기체험, 컵만들기, 비누만들기, 탈만들기",,,,경상남도 하동군 옥종면 북방우회길 7-4,정석주,055-880-6409,2011-09-05,http://okjong.invil.org,경상남도 하동군청,35.165138,127.929283,2019-06-17,5440000,경상남도 하동군
지리산매화골농촌체험휴양마을,경상남도,하동군,자연생태체험,"매실따기, 손공예품만들기",,,,경상남도 하동군 하동읍 매화골먹점길 193-8,최관호,,2017-03-03,,경상남도 하동군청,35.122172,127.715653,2019-06-17,5440000,경상남도 하동군
우분투 체험휴양마을,경상북도,상주시,만들기체험,숲길트레킹체험+포도수확체험+포도주만들기 등,체험관+숙박시설+식당,194.73,,경상북도 상주시 모동면 수봉3길 91-16,문희탁,,2018-03-07,,경상북도 상주시청,36.294000,127.937681,2019-05-27,5110000,경상북도 상주시
초록별 체험휴양마을,경상북도,상주시,만들기체험,농산물체험체험+곶감만들기 체험+자연물공예체험+물놀이 등,체험관+숙박시설+식당,391.49,,경상북도 상주시 공검면 비재로 693-3,이상범,,2017-09-14,,경상북도 상주시청,36.521734,128.111944,2019-05-27,5110000,경상북도 상주시
오봉산 체험휴양마을,경상북도,상주시,만들기체험,천연염색+농산물수확체험+물고기잡기체험+장아찌담그기 등,체험관+숙박시설+식당,2945.88,,경상북도 상주시 함창읍 신흥3길1,김회수,054-541-1700,2016-05-01,http://오봉산마을.kr,경상북도 상주시청,36.542617,128.192363,2019-05-27,5110000,경상북도 상주시
노류 체험휴양마을,경상북도,상주시,만들기체험,뽕잎 장아찌만들기+밀납초만들기+포도주담그기 등,숙박시설+캠피장+수영장,298.07,,경상북도 상주시 내서면 노류2리 1031-2,김연균,054-533-7447,2016-01-01,http://noryu.kr,경상북도 상주시청,36.356954,128.040885,2019-05-27,5110000,경상북도 상주시
은자골 체험휴양마을,경상북도,상주시,만들기체험,떡메치기+자연물공예체험+두부만들기체험+농산물수확체험 등,체험관+숙박시설+식당,894.44,,경상북도 상주시 은척면 황령길 9,박기석,054-541-6182,2014-06-30,http://eunjagol.invil.kr,경상북도 상주시청,36.5311998114,128.003238,2019-05-27,5110000,경상북도 상주시
구마이곶감 체험휴양마을,경상북도,상주시,만들기체험,"곶감강정만들기+농산물수확체험+다슬기,물고기잡기체험+곶감퐁듀체험+꽃누름체험+염색체험 등",체험관+숙박시설+오토캠핑장+식당,261.9,,경상북도 상주시 내서면 우서로 287-4,이상진,054-533-0952,2013-01-29,http://gam.invil.org,경상북도 상주시청,36.452601,128.028471,2019-05-27,5110000,경상북도 상주시
한농 체험휴양마을,경상북도,상주시,만들기체험,유기농농사체험+건강채식체험+웰빙요리체험+꽃차체험+물놀이+숲속힐링체험+전통놀이체험 등,교육관+숙박시설+식당,277,,경상북도 상주시 외서면 다락갈골길 292-15,전용훈,054-536-6856,2011-10-21,http://www.hannonglohas.com,경상북도 상주시청,36.524055,127.957755,2019-05-27,5110000,경상북도 상주시
버들뱅이 체험휴양마을,경상북도,상주시,만들기체험,산양삼캐기체험+산나물체험+사과꽃체험+곶감만들기+포도재배교육 등,체험관+숙박시설+식당,199.8,,경상북도 상주시 모서면 득수1길 186-13,정일영,054-532-4101,2010-12-27,http://cafe.daum.net/menemiakdmf,경상북도 상주시청,36.335989,127.879368,2019-05-27,5110000,경상북도 상주시
밤원 체험휴양마을,경상북도,상주시,만들기체험,"인절미만들기+농산물수확체험(오디,감)+목공체험+올갱이잡기+떡메고기잡기 등",주민센터+숙박시설+식당+야외무대+풋살장+족구장,250.56,,경상북도 상주시 내서면 서원 3길 29-80,강휘석,070-4259-3654,2010-12-17,http://bamwon.org,경상북도 상주시청,36.441807,128.007548,2019-05-27,5110000,경상북도 상주시
우복동 체험휴양마을,경상북도,상주시,만들기체험,"농산물수확체험(얌빈, 오미자, 고추, 감자, 블루베리 등)+염색체험+트레킹+숲체험+사찰체험 등",체험관+숙박시설+식당,358.15,,경상북도 상주시 화북면 청화로 148,박동식,054-536-9722,2010-12-17,http://우복동.com/,경상북도 상주시청,36.571225,127.929191,2019-05-27,5110000,경상북도 상주시
신흥2리(동백마을)농촌체험휴양마을,제주특별자치도,서귀포시,만들기체험,동백숲 탐방+동백공예체험+동백비누체험+동백음식체험,숙박시설+체험장,,,제주특별자치도 서귀포시 남원읍 중산간동로 5807,김성균,064-764-8756,2011-10-27,http://www.jejudongbaektown.com,제주특별자치도 서귀포시,33.3205554,126.7451584,2019-05-31,6520000,제주특별자치도 서귀포시
고성리농촌체험휴양마을,제주특별자치도,서귀포시,자연생태체험,올레길체험 등,숙박시설,,,제주특별자치도 서귀포시 성산읍 서성일로1222번길 36,정경수,064-784-2378,2014-08-12,http://goseongpension.com,제주특별자치도 서귀포시,33.444582,126.911331,2019-05-31,6520000,제주특별자치도 서귀포시
도사산촌마을,강원도,평창군,농작물경작체험,농작물 수확 등,체험관,200,,강원도 평창군 용평면 도사길 273,고광배,,2018-06-07,,강원도 평창군,37.617918,128.441089,2019-06-03,4280000,강원도 평창군
백옥마을,강원도,평창군,농작물경작체험,메밀국수만들기 체험,체험관,494.6,,강원도 평창군 용평면 백옥포리 175-1,전동택,,2016-01-07,,강원도 평창군,37.586433,128.409160,2019-06-03,4280000,강원도 평창군
배두둑마을,강원도,평창군,농작물경작체험,"공작놀이, 두부만들기, 농산물 수확 등","폐교, 체험관 등",519,http://www.700farmstay.com/,강원도 평창군 대화면 선애길 152-3,오순녀,033-333-8614,2015-05-27,http://www.700farmstay.com/,강원도 평창군,37.470406,128.388045,2019-06-03,4280000,강원도 평창군
흰구름산촌마을,강원도,평창군,전통음식체험,장담그기 등,체험관 등,395,,강원도 평창군 미탄면 창터길 29-7,전인권,,2014-04-17,,강원도 평창군,37.331378,128.528097,2019-06-03,4280000,강원도 평창군
청옥산깨비마을,강원도,평창군,농작물경작체험,"친환경비누만들기, 산나물수확 등",체험장 등,167,,강원도 평창군 미탄면 옥수암길 225-4,권대섭,,2013-07-18,,강원도 평창군,37.361634,128.491333,2019-06-03,4280000,강원도 평창군
소도둑놈마을,강원도,평창군,전통문화체험,산적체험 등,체험장 등,100,http://www.sanjeok.co.kr/,강원도 평창군 진부면 상월거문로 788-3,김일동,033-335-6420,2012-12-05,http://www.sanjeok.co.kr/,강원도 평창군,37.641697,128.530146,2019-06-03,4280000,강원도 평창군
별천지마을,강원도,평창군,농작물경작체험,산나물 수확 등,체험장 등,140,http://www.motgol.kr/shop/,강원도 평창군 평창읍 고길천로 789,원동규,033-333-5567,2012-01-10,http://www.motgol.kr/shop/,강원도 평창군,37.413641,128.442434,2019-06-03,4280000,강원도 평창군
수동마을,강원도,평창군,농작물경작체험,농산물 수확 등,폐교 등,409,,강원도 평창군 방림면 고원로 1199-15,조수행,,2011-05-02,,강원도 평창군,37.448984,128.3430294,2019-06-03,4280000,강원도 평창군
황토구들마을,강원도,평창군,전통문화체험,"구들체험, 팝콘만들기 등",체험관,365,http://goodeul.go2vil.org/,강원도 평창군 용평면 의풍포길 15,김태겸,033-334-7442,2010-12-30,http://goodeul.go2vil.org/,강원도 평창군,37.573438,128.4019047,2019-06-03,4280000,강원도 평창군
봉황마을,강원도,평창군,전통음식체험,김장담그기 등,"폐교, 체험장 등",728,,강원도 평창군 대화면 장미산길 14,김정수,,2010-12-30,,강원도 평창군,37.485034,128.380554,2019-06-03,4280000,강원도 평창군
산채으뜸마을,강원도,평창군,농작물경작체험,농산물 수확 등,"체험관, 가공공장 등",459,http://www.sanchae.co.kr/,강원도 평창군 평창읍 평창강로 190-8,권종만,,2010-12-30,http://www.sanchae.co.kr/,강원도 평창군,37.313893,128.334148,2019-06-03,4280000,강원도 평창군
의야지바람마을,강원도,평창군,만들기체험,"치즈만들기, 아이스크림만들기, 눈썰매 등","체험장, 펜션",558,http://www.windvil.com/,강원도 평창군 대관령면 청골길 13-22,한기연,033-336-9812,2010-12-27,http://www.windvil.com/,강원도 평창군,37.6843337,128.702872,2019-06-03,4280000,강원도 평창군
고랭지만두마을,강원도,평창군,농작물경작체험,농산물 수확 등,마을회관 등,282,,강원도 평창군 대관령면 갈골길 33-5,김용근,,2010-12-27,,강원도 평창군,37.690287,128.683234,2019-06-03,4280000,강원도 평창군
약초마을,강원도,평창군,농작물경작체험,"캠프파이어, 농산물 수확 등","폐교, 식당 등",8895,,강원도 평창군 진부면 탑동길 73-10,이언학,,2010-12-27,,강원도 평창군,37.691651,128.541721,2019-06-03,4280000,강원도 평창군
어름치마을,강원도,평창군,자연생태체험,"래프팅, 동굴탐사 등","체험관, 민박 등",750,http://www.mahari.kr/,강원도 평창군 미탄면 마하길 41-5,이돈근,033-332-1260,2010-12-27,http://www.mahari.kr/,강원도 평창군,37.2917241,128.523091,2019-06-03,4280000,강원도 평창군
동막골마을,강원도,평창군,전통문화체험,"옛날놀이, 영화만들기 등",체험관 등,173,http://웰컴투동막골.kr/,강원도 평창군 미탄면 밤재로 135-1,전석봉,033-332-8158,2010-12-27,http://웰컴투동막골.kr/,강원도 평창군,37.311077,128.460391,2019-06-03,4280000,강원도 평창군
눈꽃마을,강원도,평창군,레포츠,"코뚜레만들기, 봅슬레이, 눈썰매 등","체험관, 민박 등",502,http://www.snowtown.co.kr/,강원도 평창군 대관령면 차항길 250-14,강환문,033-333-3301,2010-08-16,http://www.snowtown.co.kr/,강원도 평창군,37.707665,128.678258,2019-06-03,4280000,강원도 평창군
단석리산촌생태마을,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 양동면 여양3로 452,박상우,,2019-04-15,http://www.ypnadri.com/,(사)양평농촌나드리,37.4005107995,127.7272633701,2019-06-04,4170000,경기도 양평군
원조외갓집체험마을,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 청운면 신론로 279,양봉호,,2018-10-25,http://www.ypnadri.com/,(사)양평농촌나드리,37.5657985269,127.7708977096,2019-06-04,4170000,경기도 양평군
서후리 산촌생태마을,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 서종면 서정로 52,장동배,,2018-08-02,http://www.ypnadri.com/,(사)양평농촌나드리,37.5805707212,127.4197306099,2019-06-04,4170000,경기도 양평군
큰삼촌체험마을,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 청운면 신론로 358,양명석,,2018-03-30,http://www.ypnadri.com/,(사)양평농촌나드리,37.5606886475,127.7752591594,2019-06-04,4170000,경기도 양평군
청운농촌체험마을,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 청운면 신론로 346,이강조,,2018-03-27,http://www.ypnadri.com/,(사)양평농촌나드리,37.5614934105,127.7748147541,2019-06-04,4170000,경기도 양평군
양평외갓집체험마을,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 청운면 신론로 344,김주헌,,2018-03-22,http://www.ypnadri.com/,(사)양평농촌나드리,37.5618258562,127.7749539985,2019-06-04,4170000,경기도 양평군
양평시골여행,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 청운면 다대안말길 5,남동균,,2017-04-05,http://www.ypnadri.com/,(사)양평농촌나드리,37.5694084213,127.7315671696,2019-06-04,4170000,경기도 양평군
용문산마을,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 용문면 장수길 89,오희자,,2017-04-05,http://www.ypnadri.com/,(사)양평농촌나드리,37.5136913345,127.5595778552,2019-06-04,4170000,경기도 양평군
지족갯마을,경상남도,남해군,어촌생활체험,"갯벌생태체험, 굴줍기체험, 석방렴체험, 쏙잡기",지족다목적체험관,25,,"경상남도 남해군 삼동면 삼이로24번길 39 (지족리, 지족갯마을마을정보센터)",홍규표,055-867-1277,2013-01-01,http://jijok.invil.org/,남해군,35.2778751,127.7453387,2019-01-11,6480000,경상남도
적량마을,경상남도,남해군,전통문화체험,"요트, 텐트, 누드 카약, 통발체험 등",다목적체험관,264,,경상남도 남해군 창선면 흥선로 1196-1 (진동리) 창선면 진동리997-2,강동우,,2010-01-01,http://jukrang.co.kr,남해군,35.4268058,127.7818438,2019-01-11,6480000,경상남도
왕지마을,경상남도,남해군,전통문화체험,"1박2일체험, 2박3일체험, 개막이체험, 갯벌생태, 꽃식초만들기, 꽃음료 만들기체험, 꽃차만들기체험 등",체험관,120,,경상남도 남해군 설천면 설천로864번길 53,정영상,055-863-1780,2010-01-01,www.wangji.co.kr,남해군,35.3739070,127.9622828,2019-01-11,6480000,경상남도
송정마을,경상남도,남해군,전통문화체험,"농사체험, 맨손고기잡이 체험, 멸치젓갈담기체험, 선상낚시체험, 슬로푸드체험, 전통어로갓후리체험, 조개캐기",마을회관,21,,경상남도 남해군 미조면 미송로486번길 30,누락,,2010-01-01,sjhansol.com,남해군,35.4621465,127.8577928,2019-01-11,6480000,경상남도
