마을기업명,마을기업구분,법인명,법인형태구분,소재지도로명주소,소재지지번주소,위도,경도,마을기업설립년월,마을기업인증년월,마을기업대표자명,마을기업대표전화번호,마을기업홈페이지,마을기업회원수,마을기업목적사업,마을기업주요상품,상품관련인증정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
눈비산농산 영농조합법인,신규,눈비산농산 영농조합법인,영농조합,충청북도 괴산군 소수면 소수로3길 52-13,충청북도 괴산군 소수면 입암리 569,36.84813074,127.7424809,,2019-08,정남숙,043-832-8063,,,"지역농축산물을 주원료로 사용한  신제품 연구개발 및 달걀을 이용한  제품 가공생산, 자체브랜드 개발로 온?오프라인 신규 유통망 개척, 제조시설(포장시스템) 개선으로 지역주민 일자리창출","과자, 빵류",,043-220-2564,충북도청,2020-01-31,6430000,충청북도
한살림우리씨앗농장영농조합법인,신규,한살림우리씨앗농장영농조합법인,협동조합,충청북도 괴산군 소수면 원소로 417,충청북도 괴산군 소수면 옥현리 169,36.86628635,127.6977667,,2017-06,안상희,070-4236-7233,https://urissiat.modoo.at/,,"토종씨앗, 유기농산물, 토종씨앗 관련 교육체험","농산물, 체험",,043-220-2564,충북도청,2020-01-31,6430000,충청북도
참삼영농조합법인,신규,참삼영농조합법인,협동조합,충청북도 괴산군 칠성면 명태재로사은1길 101-8,충청북도 괴산군 칠성면 사은리 476-1,36.76458575,127.8353538,,2019-03,노형열,000-000-0000,,,"농산물 가공식품 생산 및 유통, 인삼 및 특용작물 생산 및 농산물 직거래","홍삼, 더덕, 도라지추출물",,043-220-2564,충북도청,2020-01-31,6430000,충청북도
㈜괴산청천절임배추 영농조합법인,신규,㈜괴산청천절임배추 영농조합법인,협동조합,충청북도 괴산군 청천면 괴산로 1255,충청북도 괴산군 청천면 선평리 200-1,36.65433175,127.7444585,,2013-11,심상하,000-000-0000,,,"김치용 절임배추 생산, 가공, 저장 및 판매업",절임식품(절임배추),,043-220-2564,충북도청,2020-01-31,6430000,충청북도
옛살비친환경영농조합법인,2차년도,옛살비친환경영농조합법인,영농조합,충청북도 괴산군 장연면 충민로광진3길 23,충청북도 괴산군 장연면 광진리 660,36.87573036,127.9279452,,2013-05,최치범,000-000-0000,,,"김치용 절임배추 생산, 가공, 저장 및 판매업",절임식품(절임배추),,043-220-2564,충북도청,2020-01-31,6430000,충청북도
영농조합법인 지우,2차년도,영농조합법인 지우,영농조합,충청북도 괴산군 괴산읍 수진4길 53,충청북도 괴산군 괴산읍 서부리 642,36.81481853,127.7792276,,2012-06,안행숙,000-000-0000,,,장류제조 및 판매에 관한 사업,장류제조,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
솔뫼유기농업영농조합법인,3차년도,솔뫼유기농업영농조합법인,영농조합,충청북도 괴산군 청천면 문장로 2904-6,충청북도 괴산군 청천면 이평리 180-1,36.65942002,127.8765245,,2013-05,정채일,043-833-8840,http://www.solmoe.net/,,"장류 및 누룽지 제조, 판매","메주,고추장,된장,간장,누룽지",전통식품인증,043-220-2564,충북도청,2020-01-31,6430000,충청북도
사리팜베이커리협동조합,신규,사리팜베이커리협동조합,협동조합,충청북도 괴산군 사리면 방축길 60,충청북도 괴산군 사리면 사담리 951-1,36.81574573,127.6488249,,2014-06,우미화,000-000-0000,https://blog.naver.com/sariparm,,"아동 요리교실 체험, 빵 생산","빵, 찐빵 등",,043-220-2564,충북도청,2020-01-31,6430000,충청북도
포플러협동조합,자립형,포플러협동조합,협동조합,부산광역시 사상구 새벽로 194번길 55,부산광역시 사상구 감전동 104-51,35.157916,128.986857,2018-03,2018-03,정삼섭,051-959-0012,,11,음악다방 식음료 및 전통다과,음악다방 식음료 및 전통다과,,051-310-4474,부산광역시 사상구청,2020-03-20,3390000,부산광역시 사상구
㈜다솔,신규,㈜다솔,주식회사,부산광역시 사상구 낙동대로 776번길 40(엄궁동),부산광역시 사상구 엄궁동 515-5,35.128905,128.973157,2018-09,2020-02,정현주,051-328-0284,,12,돌봄사업,돌봄교육,,051-310-4474,부산광역시 사상구청,2020-03-20,3390000,부산광역시 사상구
하늘별 영농조합법인,자립형,별천지마을영농조합법인,영농조합,경상남도 함안군 여항면 주동2길 220-3,,35.1843723968,128.4236638549,,2016-03,조방제,055-585-1727,http://www.별천지마을.kr,,임산물 판매,임산물을 이용한 장아찌 가공 판매,,055-580-2543,함안군청,2020-03-12,5400000,경상남도 함안군
중금 영농조합법인,자립형,중금 영농조합법인,영농조합,전라북도 임실군 임실읍 치즈마을2길 19,전라북도 임실군 임실읍 금성리 352-1,35.640781,127.3008301,2011-01,2011-01,김정흠,063-642-3862,imsiljk.com,12,조합원의 소득증대,"쌀,고추,야채, 두부",신선두부등록,063-640-2462,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
학정 영농조합법인(구 남촌영농조합),자립형,학정 영농조합법인,영농조합,전라북도 임실군 삼계면 학정3길 40,전라북도 임실군 삼계면 학정리 310,35.493049,127.224289,2012-10,2012-10,신승철,063-644-8821,,13,조합원의 소득증대,"무가당 시골 조청·쌀엿, 임실학정 배즙",상표등록증 제 40-0950177호,063-640-2462,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
오지 영농조합법인,자립형,오지 영농조합법인,영농조합,전라북도 임실군 삼계면 충효로 1605,전라북도 임실군 삼계면 오지리 58-11,35.5276493149,127.296538787,2013-01,2013-01,정순자,063-642-8208,,11,조합원의 소득증대,전통 한과 및 조청,,063-640-2462,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
선거웰빙 영농조합법인,자립형,선거웰빙 영농조합법인,영농조합,전라북도 임실군 운암면 선거1길 13-19,전라북도 임실군 운암면 선거리 560-1,35.604334,127.175361,2013-01,2013-01,박   미,063-644-2225,웰빙푸드.kr,14,조합원의 소득증대,"율무, 찰수수, 찰기장, 혼합볶음콩, 웰빙수수뻥등 기타 잡곡류",,063-640-2462,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
화촌꾸지뽕 영농조합법인,자립형,화촌꾸지뽕 영농조합법인,영농조합,전라북도 임실군 삼계면 화촌길 4,전라북도 임실군 삼계면 오지리 814-1,35.533923,127.280089,2015-01,2015-01,김종칠,063-644-0808,hwachon.com,29,주민 일자리 창출 및 소득증대,"꾸지뽕 어린잎차, 서리맞은잎차, 잎가루, 어린가지차",,063-640-2462,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
임실샘고을 영농조합법인,자립형,임실샘고을 영농조합법인,영농조합,전라북도 임실군 청웅면 옥전4길 11-1,전라북도 임실군 청웅면 옥전리 245-4,35.587863,127.2247301,2014-01,2014-01,김미숙,063-643-3100,happygoat.co.kr,10,직역사회 공현 마을공동체활성화,"산양 요구르트·치즈·치즈쿠키, 복분자원액, 고구마 말랭이. 감자 마카롱",임실치즈과학연구소 산양유 가공제품 2014년 우수업체선정,063-640-2462,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
당당슬로마을 영농조합법인,자립형,당당슬로마을 영농조합법인,영농조합,전라북도 임실군 성수면 도인2길 23,전라북도 임실군 성수면 도인리 609,35.631375,127.304672,2013-01,2013-01,김인호,063-000-0000,,31,조합원의 소득증대,"두부, 순두부",,063-640-2462,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
(어)섬진강다슬기마을㈜,자립형,(어)섬진강다슬기마을㈜,영농조합,전라북도 임실군 강진면 강운로 145,전라북도 임실군 강진면 갈담리 509-1,35.529187,127.159358,2017-01,2017-01,손혜영,063-000-0000,,7,조합원의 소득증대,다슬기,,063-640-2462,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
영농조합법인달뫼마을사람들,자립형,영농조합법인달뫼마을사람들,영농조합,경기도 김포시 통진읍 동을산로 157,경기도 김포시 통진읍 동을산리 31-6번지,37.7007833,126.6263035,2012-09,2011-04,윤상진,031-984-2388,,,된장분양사업,된장,,031-980-2266,경기도 김포시청,2019-09-11,4090000,경기도 김포시
농업회사법인엘리트농부㈜,자립형,농업회사법인엘리트농부㈜,주식회사,경기도 김포시 김포대로 1009-49(북변동),경기도 김포시 북변동 154-2번지,37.6307164,126.7008625,2012-01,2012-02,최장수,031-981-8456,,,농산물유통,친환경농산물,,031-980-2266,경기도 김포시청,2019-09-11,4090000,경기도 김포시
(주)조강랜드,자립형,(주)조강랜드,주식회사,경기도 김포시 월곶면 용강로250번길 104,경기도 김포시 월곶면 조강리 276번지,37.7417597,126.5654797,2012-09,2012-02,장충식,031-1234-5678,,,관광체험,낚시터운영,,031-980-2266,경기도 김포시청,2019-09-11,4090000,경기도 김포시
과수원길협동조합,자립형,과수원길협동조합,협동조합,경기도 김포시 하성면 가금로313번길 222,경기도 김포시 하성면 양택리 72-5번지,37.7371247,126.6252546,2013-03,2013-05,윤효경,031-988-8743,,,관광체험,"포도, 테마체험프로그램",유기농,031-980-2266,경기도 김포시청,2019-09-11,4090000,경기도 김포시
금빛영농조합법인,신규,금빛영농조합법인,영농조합,경기도 김포시 김포한강2로24번길 116-48(장기동),경기도 김포시 장기동 1931-9,37.6476013155,126.675811831,2016-10,2017-09,조명희,031-987-9666,,,"아로니아 생산,가공",아로니아,,031-980-2266,경기도 김포시청,2019-09-11,4090000,경기도 김포시
예손협동조합,2차년도,예손협동조합,협동조합,경상북도 경산시 성암로 26 우방아파트 상가 16호,,,,2015-04,2015-06,엄미진,070-8259-3331,,,업사이클링 공예품 교육 및 판매사업,공예교육커버,,053-810-5123,경상북도 경산시청,2019-09-11,5130000,경상북도 경산시
김영표버섯명가영농조합법인,2차년도,김영표버섯명가영농조합법인,영농조합,경상북도 경산시 하양읍 화성로 5-18,,,,2008-04,2011-03,김영표,053-852-7576,,,버섯재배 및 농촌체험관광,버섯체험,,053-810-5123,경상북도 경산시청,2019-09-11,5130000,경상북도 경산시
(사)정인사회복지회 행복울타리,자립형,(사)정인사회복지회 행복울타리,사단법인,대구광역시 달성군 화원읍 성천로 39,대구광역시 달성군 화원읍 성천로 39,,,2011-01,2011-02,이무희,053-638-7088,,5,"제과,제빵","제과,제빵",,053-668-2662,대구광역시 달성군청,2019-06-28,6270000,대구광역시
마을닷살림협동조합,자립형,마을닷살림협동조합,협동조합,서울특별시 동작구 성대로 80(상도동),서울특별시 동작구 상도동 261-35,37.4975509,126.934988,2020-11,2020-11,김소영,02-3280-6684,www.e-super.co.kr,,"재생에너지 판매 및 생산, 주택에너지효율화 사업, 기타 에너지 절전을 위한 제반적인 활동도 향상",에너지 절전 제품,,02-820-9664,서울특별시 동작구,2020-07-09,3190000,서울특별시 동작구
참손길공동체협동조합,자립형,참손길공동체협동조합,협동조합,서울특별시 동작구 동작대로 71(사당동),서울특별시 동작구 사당동 1007-50,37.4828122,126.9815359,2020-08,2020-08,이청연,02-1600-3175,www.chamsongil.com,,안마업,안마,,02-820-9664,서울특별시 동작구,2020-07-09,3190000,서울특별시 동작구
노나매기단체급식협동조합,자립형,노나매기단체급식협동조합,협동조합,서울특별시 동작구 사당로16길 76(사당동),서울특별시 동작구 사당동 300-78,37.4804353,126.9715642,2020-08,2020-08,형남석,02-587-2251,,,지역아동센터 단체급식 및 도시락 판매,"단체급식, 도시락",,02-820-9664,서울특별시 동작구,2020-07-09,3190000,서울특별시 동작구
아리알찬협동조합,신규,아리알찬협동조합,협동조합,서울특별시 동작구 상도로 30길 40 두산트레지움 상가 110호,서울특별시 동작구 상도동 535 두산트레지움 상가 110호,37.504247,126.943206,2020-07,2020-07,김숙영,02-824-0216,,,분식카페 운영 및 카페 공간을 이용한 커뮤니티 활동,"반찬, 분식류",,02-820-9664,서울특별시 동작구,2020-07-09,3190000,서울특별시 동작구
협동조합 모래내벨칸토,자립형,협동조합 모래내벨칸토,협동조합,부산광역시 사상구 모라로 90(모라동),부산광역시 사상구 모라동 956,35.186465,128.989281,2013-08,2013-08,방준모,051-302-9998,,25,전통시장 장날 활성화,테마콘서트,,051-310-4474,부산광역시 사상구청,2020-03-20,3390000,부산광역시 사상구
㈜라온테크,자립형,㈜라온테크,주식회사,"부산광역시 사상구 낙동대로 910, 제에이동 317호(감전동, 마트월드)",부산광역시 사상구 감전동 502-1,35.141594,128.970597,2014-11,2014-11,박민수,070-7677-8388,www.raontech.net,7,불용컴퓨터 리싸이클링 사업,컴퓨터용품,,051-310-4474,부산광역시 사상구청,2020-03-20,3390000,부산광역시 사상구
㈜푸른숲미래교육,자립형,㈜푸른숲미래교육,주식회사,부산광역시 사상구 대동로 115번길 13,부산광역시 사상구 학장동 579-13,35.139922,128.979587,2015-04,2015-04,이정연,051-325-0347,bluewood.foredu.kr,14,숲 생태교육,"숲 탐방, 자연물만들기",,051-310-4474,부산광역시 사상구청,2020-03-20,3390000,부산광역시 사상구
희망디딤돌 협동조합,자립형,희망디딤돌 협동조합,협동조합,부산광역시 사상구 가야대로405번길 7-22,부산광역시 사상구 주례동 30-1,35.152278,129.015518,2016-06,2016-06,홍선아,051-323-3211,,20,전통식품 제조,"된장, 고추장",,051-310-4474,부산광역시 사상구청,2020-03-20,3390000,부산광역시 사상구
㈜원예문화진흥원,자립형,㈜원예문화진흥원,주식회사,"부산광역시 사상구 강변대로 512(엄궁동, 농협화훼공판장)",부산광역시 사상구 엄궁동 642-2,35.130368,128.965019,2016-10,2016-10,박미빈,051-313-9569,,16,원예체험,원예체험,,051-310-4474,부산광역시 사상구청,2020-03-20,3390000,부산광역시 사상구
봉황과자연 영농조합법인,기타,봉황과자연 영농조합법인,영농조합,전라남도 강진군 도암면 봉황로 33-60,,,,2013-06,2013-01,문영규,061-430-3354,,10,지역 향토 자원제품화로 마을의 새로운 부가가치 창출,"산야초 효소, 녹차",,061-430-3354,강진군,2019-09-09,4920000,전라남도 강진군
