시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,제공기관코드,제공기관명
모라전통시장,상설장,부산광역시 사상구 사상로 483,부산광역시 사상구 모라동 1089-3,-,35.18763121,128.9874385,93,"농산물,가공식품,의류 및 신발,음식점업,근린생활서비스",지역사랑상품권,,N,N,2014,,2020-05-27,B553077,소상공인시장진흥공단
르네시떼시장,상설장,부산광역시 사상구 광장로7,부산광역시 사상구 괘법동 529-1,-,35.16433466,128.9777146,2620,"의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스",지역사랑상품권,www.renecite21.com,Y,Y,1999,,2020-05-27,B553077,소상공인시장진흥공단
구덕대림상가,상설장,부산광역시 사상구 학감대로49번길 62,부산광역시 사상구 학장동 167-3,-,35.13532023,128.9922391,32,"가공식품,음식점업,기타소매업",지역사랑상품권,,Y,Y,1992,,2020-05-27,B553077,소상공인시장진흥공단
감전제일상가시장,상설장,부산광역시 사상구 새벽로168번길 21-11,부산광역시 사상구 감전동 121-12,-,35.15632497,128.9845478,57,"수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,",지역사랑상품권,,Y,N,1977,,2020-05-27,B553077,소상공인시장진흥공단
감전시장,상설장,부산광역시 사상구 새벽로168번길 21-6,부산광역시 사상구 감전동121-12,-,35.15614012,128.9846092,167,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업",지역사랑상품권,,Y,N,2017,,2020-05-27,B553077,소상공인시장진흥공단
정이있는구포시장,상설장+5일장,부산광역시 북구 구포시장1길 10,부산광역시 북구 구포1동 599-15,5일,35.20883952,129.0039336,1036,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1934,,2020-05-27,B553077,소상공인시장진흥공단
만덕시장,상설장,부산광역시 북구 만덕1로24번길 8,부산광역시 북구 만덕1동 829,-,35.21449686,129.0353722,47,"농산물,축산물,수산물,가공식품,근린생활서비스",지역사랑상품권,,Y,N,1976,,2020-05-27,B553077,소상공인시장진흥공단
만덕2동제일상가시장,상설장,부산광역시 북구 함박봉로140번길 109,부산광역시 북구 만덕2동 945-2,-,35.20223917,129.036129,47,"수산물,가공식품,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,N,1995,,2020-05-27,B553077,소상공인시장진흥공단
덕천시장,상설장,부산광역시 북구 덕천동 411-5,부산광역시 북구 덕천동 411-5,-,35.21121642,129.0134044,112,"농산물,가공식품,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,1980,,2020-05-27,B553077,소상공인시장진흥공단
구포축산물도매시장,상설장,부산광역시 북구 사상로583번길 25,부산광역시 북구 구포2동 1188-3번지,-,35.19619582,128.9892017,206,축산물,지역사랑상품권,,Y,Y,1970,,2020-05-27,B553077,소상공인시장진흥공단
초읍시장,상설장,부산광역시 부산진구 성지로51번길 60,부산광역시 부산진구 초읍동225,-,35.17731831,129.0528926,64,"농산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,N,,,2020-05-27,B553077,소상공인시장진흥공단
전포놀이터시장,상설장,부산광역시 부산진구 전포대로 256번길 109,부산광역시 부산진구 전포동197-6,-,,,77,"농산물,축산물,수산물,가공식품,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,N,,,2020-05-27,B553077,소상공인시장진흥공단
연지시장,상설장,부산광역시 부산진구 연지로14,부산광역시 부산진구 연지동 190-40,-,35.17090569,129.0514012,83,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,N,N,,,2020-05-27,B553077,소상공인시장진흥공단
재송한마음시장,상설장,부산광역시 해운대구 재반로 81-20,부산광역시 해운대구 재송동 1089-18,-,35.18607664,129.1246068,65,"농산물,축산물,가공식품,의류 및 신발,기타소매업",지역사랑상품권,,Y,N,2013,,2020-05-27,B553077,소상공인시장진흥공단
재송시장,상설장,부산광역시 해운대구 재송1로60번길 16 서해재송아파트,부산광역시 해운대구 재송1동 1080-5,-,,,62,"수산물,가공식품,의류 및 신발,가정용품,음식점업,근린생활서비스,",지역사랑상품권,,Y,Y,1982,,2020-05-27,B553077,소상공인시장진흥공단
우동종합상가시장,상설장,부산광역시 해운대구 해운대로383번길 37-10,부산광역시 해운대구 우2동 1092 16,-,35.17067924,129.1388593,50,"농산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,1978,,2020-05-27,B553077,소상공인시장진흥공단
반여시장,상설장,부산광역시 해운대구 재반로226번길 48,부산광역시 해운대구 반여2동 1291 918,-,35.19770124,129.1334287,143,"수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,N,1979,,2020-05-27,B553077,소상공인시장진흥공단
반여3동골목시장,상설장,부산광역시 해운대구 재반로256번길 8,부산광역시 해운대구 반여3동 1607-2,-,35.19993872,129.1320512,60,"농산물,축산물,수산물,의류 및 신발,가정용품,기타소매업,근린생활서비스",지역사랑상품권,,Y,N,1975,,2020-05-27,B553077,소상공인시장진흥공단
반여2동상가시장,상설장,부산광역시 해운대구 해운대로61번길 95-83,부산광역시 해운대구 반여2동 1291-1425,-,35.19602658,129.1290464,85,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,N,2010,,2020-05-27,B553077,소상공인시장진흥공단
반송시장,상설장,부산광역시 해운대구 아랫반송로21번길 41,부산광역시 해운대구 반송1동 709-12,-,35.22647371,129.1480501,22,"농산물,가공식품,의류 및 신발,가정용품,기타소매업",지역사랑상품권,,Y,Y,1982,,2020-05-27,B553077,소상공인시장진흥공단
반송골목시장,상설장,부산광역시 해운대구 아랫반송로 39번길 18-1,부산광역시 해운대구 반송동 250-371,-,35.22428844,129.1503338,73,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업",지역사랑상품권,,Y,Y,1974,,2020-05-27,B553077,소상공인시장진흥공단
반송2동시장,상설장,부산광역시 해운대구 윗반송로51번길 86,부산광역시 해운대구 반송2동 40-762,-,35.23111897,129.1562119,156,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1970,,2020-05-27,B553077,소상공인시장진흥공단
창선상가,상설장,부산광역시 중구 중구로 44 331호,부산광역시 중구 부평동1가 13-6,-,35.1019393,129.0277401,130,"가정용품,기타소매업,",지역사랑상품권,,Y,N,1948,,2020-05-27,B553077,소상공인시장진흥공단
자갈치시장,상설장,부산광역시 중구 자갈치해안로 52번길,부산광역시 중구 남포동4가 37-1,-,35.09661444,129.0305818,270,"축산물,수산물,가공식품,음식점업,",지역사랑상품권,,Y,Y,1970,,2020-05-27,B553077,소상공인시장진흥공단
월드밸리,상설장,부산광역시 중구 대청로 60,부산광역시 중구 부평동2가 2,-,35.10280592,129.0263579,176,"수산물,의류 및 신발,가정용품,기타소매업,",지역사랑상품권,,Y,Y,1995,,2020-05-27,B553077,소상공인시장진흥공단
영주시장,상설장,부산광역시 중구 대영로 242길,부산광역시 중구 영주동 595-3,-,35.11189905,129.0369841,28,"가공식품,가정용품,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,N,1973,,2020-05-27,B553077,소상공인시장진흥공단
아리랑거리,상설장,부산광역시 중구 중구로30번길 12,부산광역시 중구 신창동 3가 17-1,-,35.1004588,129.028971,104,"의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,N,Y,2002,,2020-05-27,B553077,소상공인시장진흥공단
신천지시장,상설장,부산광역시 중구 자갈치로 33,부산광역시 중구 남포동6가 3,-,35.09705329,129.0278383,150,"의류 및 신발,가정용품,음식점업,기타소매업,",지역사랑상품권,,Y,Y,1980,,2020-05-27,B553077,소상공인시장진흥공단
신창상가,상설장,부산광역시 중구 중구로34번길 21-1,부산광역시 중구 신창동1가 19-2,-,35.10117719,129.0301994,229,"가공식품,의류 및 신발,근린생활서비스",지역사랑상품권,,Y,N,1954,,2020-05-27,B553077,소상공인시장진흥공단
신동아수산물종합시장,상설장,부산광역시 중구 자갈치로 42,부산광역시 중구 남포동5가 92,-,35.09672212,129.0286722,520,"수산물,가공식품,음식점업",지역사랑상품권,www.shindongamarket.kr,Y,Y,1986,,2020-05-27,B553077,소상공인시장진흥공단
거창전통시장,상설장,경상남도 거창군 거창읍 중앙로 140,경상남도 거창군 거창읍 중앙리 122-1,매일,35.6868199,127.914004,372,"의류, 농축산물 등",온누리상품권,http://www.kgcm.kr/Main,Y,Y,1982,055-944-2581,2019-08-28,5470000,경상남도 거창군
가조 공설시장,5일장,경상남도 거창군 가조면 가조가야로 1110-13,경상남도 거창군 가조면 마상리 315-1,"4일, 9일",35.7100206198,128.0165917888,28,"의류, 농축산물 등",,,Y,N,1954,,2019-08-28,5470000,경상남도 거창군
신원 공설시장,5일장,경상남도 거창군 신원면 신차로 3062-4,경상남도 거창군 신원면 과정리 173-21,"2일, 7일",35.5672817170,127.9262460749,12,"의류, 농축산물 등",,,Y,N,1957,,2019-08-28,5470000,경상남도 거창군
위천 공설시장,5일장,경상남도 거창군 위천면 장터길 47-1,경상남도 거창군 위천면 장기리 498-4,"2일, 8일",35.7503673,127.832714,9,"의류, 농축산물 등",,,Y,N,1960,,2019-08-28,5470000,경상남도 거창군
망미중앙시장,상설장,부산광역시 수영구 망미배산로10번길 40 (망미동) 외,부산광역시 수영구 망미동 431-6,매일,35.1756808474,129.1068766514,124,"생식품, 음식류 등",온누리상품권,http://망미중앙시장.com/,Y,N,1980,051-761-2488,2019-11-18,3380000,부산광역시 수영구
광안시장,상설장,부산광역시 수영구 수영로603번길 18 (광안동) 외,부산광역시 수영구 광안동 559-2,매일,35.160128,129.112466,59,"생식품, 양념류 등",온누리상품권,http://www.suyeong.go.kr/market/main/index.asp,Y,Y,1955,051-753-8723,2019-11-18,3380000,부산광역시 수영구
민락씨랜드시장,상설장,부산광역시 수영구 광안해변로 299 (민락동),부산광역시 수영구 민락동 181-228,매일,35.156935,129.1263952043,55,활어 등,온누리상품권,http://www.suyeong.go.kr/market/code03/index.asp,Y,Y,1998,051-757-9724,2019-11-18,3380000,부산광역시 수영구
민락어패류시장,상설장,부산광역시 수영구 광안해변로 278 (민락동),부산광역시 수영구 민락동 181-8,매일,35.1556944122,129.1243517098,79,활어,온누리상품권,http://www.suyeong.go.kr/market/code04/index.asp,Y,Y,1989,051-754-2822,2019-11-18,3380000,부산광역시 수영구
광안어패류시장,상설장,부산광역시 수영구 민락수변로7번길 19 (민락동),부산광역시 수영구 민락동 181-72,매일,35.1555902972,129.124504,53,활어,온누리상품권,http://www.suyeong.go.kr/market/code05/index.asp,Y,Y,1989,051-752-5304,2019-11-18,3380000,부산광역시 수영구
남천해변시장,상설장,부산광역시 수영구 광안해변로15번길 77 (남천동),부산광역시 수영구 남천1동 556,매일,35.1391572869,129.1090415768,219,"활어, 농산물 등",온누리상품권,http://www.suyeong.go.kr/market/code06/index.asp,Y,Y,1989,051-624-9646,2019-11-18,3380000,부산광역시 수영구
여수서시장주변시장,상설장+5일장,전라남도 여수시 서교2길 2-7,전라남도 여수시 서교동 534-20,5일,34.74094929,127.7285592,240,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
쌍봉시장,상설장,전라남도 여수시 학동2길 7,전라남도 여수시 학동 35-3번지,-,34.76414729,127.6649739,29,"농산물,축산물,수산물,가공식품,음식점업",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
봉산시장,상설장,전라남도 여수시 봉산1로 12,전라남도 여수시 봉산동 274-4,-,34.73215583,127.7224113,47,"수산물,가공식품,음식점업,근린생활서비스,",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
도깨비시장,상설장,전라남도 여수시 학동서5길 18,전라남도 여수시 학동 58-7,-,34.76332051,127.6565393,46,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
덕양시장,상설장,전라남도 여수시 소라면 하세동길 12-2,전라남도 여수시 소라면 덕양리 1270-1,-,34.79796297,127.6320133,14,음식점업,온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
교동시장,상설장,전라남도 여수시 교동시장1길 15-10,전라남도 여수시 교동 606-1,-,34.73912628,127.7301287,97,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,근린생활서비스",온누리+지역사랑상품권,,Y,N,,,2020-05-27,B553077,소상공인시장진흥공단
(주)서시장,상설장,전라남도 여수시 좌수영로 16-6,전라남도 여수시 서교동 280,-,34.74179267,127.7286147,191,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
